"id","date","title","word_count","summary","controlled_tags","source_tags","has_images","wordpress_url","file_path"
"2022-01-15-the-weight-training-begins","2022-01-16","The Weight Training Begins","16","Grunting like an Olympic power lifter – as I work out with 10lb barbells. Gotta start somewhere","exercise; reversing-type-2-diabetes-journey","dumbbells; exercise; fitness; health; healthy-living; powerblocks; weight lifting","true","https://lessoflee.wordpress.com/2022/01/15/the-weight-training-begins/","../src/content/blog/2022-01-15-the-weight-training-begins.md"
"2022-01-16-time-for-a-little-reward","2022-01-16","Time for a Little Reward","29","Reward shirt. Down 45lbs and 6.5”, I was able to buy this 2x jersey (Go Brady!) – very difficult to find the 3x-Tall shirts I needed 9 months ago","fasting; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; Fasting; fitness; Gary Taubes; health; Intermittent Fasting; Jason Fung; Keto; low-carb; NSNG; The Diabetes Code; weight-loss","true","https://lessoflee.wordpress.com/2022/01/16/time-for-a-little-reward/","../src/content/blog/2022-01-16-time-for-a-little-reward.md"
"2022-01-17-fat-to-thin-and-fat-again-lesson-2-8211-the-health","2022-01-17","Fat to Thin and Fat Again: Lesson 2 – The Health Hobby","180","Nobody likes to diet. Everybody loves a hobby. One of the best things I did on my first health journey was to make a hobby out of getting healthy. I lost 80lbs and got fit in a year....","exercise; failure-restart; fasting; feasting; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Bodylastics; Diabetes; diet; dumbbells; exercise; Fasting; fitness; health; healthy-living; Intermittent Fasting; Keto; low-carb; NSNG; Supernatural; The Diabetes Code; weight-loss","true","https://lessoflee.wordpress.com/2022/01/17/fat-to-thin-and-fat-again-lesson-2-the-health-hobby/","../src/content/blog/2022-01-17-fat-to-thin-and-fat-again-lesson-2-8211-the-health.md"
"2022-01-17-the-best-total-health-book-8211-the-pe-diet","2022-01-17","The Best Total Health Book – The P:E Diet","167","Just finished The P:E Diet by Ted Naiman. It may well be the best “total health” book I’ve ever read.","exercise; fasting; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; Fasting; fitness; health; Intermittent Fasting; low-carb; The Diabetes Code; weight-loss","true","https://lessoflee.wordpress.com/2022/01/17/the-best-total-health-book-the-pe-diet/","../src/content/blog/2022-01-17-the-best-total-health-book-8211-the-pe-diet.md"
"2022-01-17-what-to-do-when-you-know-nothing","2022-01-18","What To Do When You Know Nothing","372","I’m aging myself, but I remember a Tv character, Sargent Schultz, from the show Hogan's Hero’s. His signature line was “I know nothing, NOTHING!!” – said with a German accent. That’s how I currently feel about fitness. How...","capability-recovery; exercise; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; exercise; fitness; health; mindset; weight-loss","true","https://lessoflee.wordpress.com/2022/01/17/what-to-do-when-you-know-nothing/","../src/content/blog/2022-01-17-what-to-do-when-you-know-nothing.md"
"2022-01-21-9-month-update-8211-less-of-lee-round-2","2022-01-21","9 Month Update – Less of Lee Round 2","357","I have to do it all over again. 9 years ago, I’m my mid 40's, lost 80lbs and got fit. Nine months ago, I was back where I started, only 20 lbs heavier, type 2 diabetic (A1c of...","a1c-labs; exercise; fasting; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","calories; Diabetes; diet; exercise; Fasting; fitness; health; Intermittent Fasting; Jason Fung; Keto; low-carb; NSNG; The Diabetes Code; vinnie-tortorich; weight-loss","true","https://lessoflee.wordpress.com/2022/01/21/9-month-update-less-of-lee-round-2/","../src/content/blog/2022-01-21-9-month-update-8211-less-of-lee-round-2.md"
"2022-01-23-you-cant-do-ituntil-you-can","2022-01-23","You Can’t Do It…Until You Can","74","I just finished a high level workout in Supernatural – and scored platinum. 5 months ago I couldn’t complete a low level routine. The warm up had me tired. Now I’m doing workouts that get my heart rate...","exercise; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; exercise; fitness; health; healthy-living; low-carb; Supernatural; weight-loss","true","https://lessoflee.wordpress.com/2022/01/23/you-cant-do-ituntil-you-can/","../src/content/blog/2022-01-23-you-cant-do-ituntil-you-can.md"
"2022-01-26-its-cold-but-im-prepared","2022-01-26","It’s Cold But I’m Prepared","42","This is why I got my Oculus Quest 2 – to continue working out in the winter. I love my walks, but it’s dark, snow and ice, and very cold in the winter. For the rest of the...","reversing-type-2-diabetes-journey","","true","https://lessoflee.wordpress.com/2022/01/26/its-cold-but-im-prepared/","../src/content/blog/2022-01-26-its-cold-but-im-prepared.md"
"2022-01-27-january-5-day-fast-8211-day-3","2022-01-27","January 5 Day Fast – Day 3","130","It’s morning day 3 of January’s 5 day fast. Feeling good. Went to bed early and got up early. Exercising and playing with no noticeable difference.","fasting; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; Fasting; health; Intermittent Fasting; Jason Fung; low-carb; The Diabetes Code; weight-loss","false","https://lessoflee.wordpress.com/2022/01/27/january-5-day-fast-day-3/","../src/content/blog/2022-01-27-january-5-day-fast-8211-day-3.md"
"2022-01-28-nsv-8211-clown-pants","2022-01-28","NSV – Clown Pants","7","What I was wearing 9 months ago","exercise; fasting; feasting; humor-voice; nsv; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; Fasting; fitness; health; Intermittent Fasting; Jason Fung; Keto; low-carb; NSNG; The Diabetes Code; vinnie-tortorich; weight-loss","true","https://lessoflee.wordpress.com/2022/01/28/nsv-clown-pants/","../src/content/blog/2022-01-28-nsv-8211-clown-pants.md"
"2022-01-30-trauma","2022-01-30","Trauma","165","This is hard to write…but I can’t talk about diabetes and health stuff with something much more portent that also happened.","family-responsibility; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","","true","https://lessoflee.wordpress.com/2022/01/30/trauma/","../src/content/blog/2022-01-30-trauma.md"
"2022-01-30-cooking-with-anna-vocino","2022-01-31","Cooking with Anna Vocino","55","I cooked with Anna Vocino today with her Keto Brunch Party. Shrimp and “grits” (riced cauliflower) and a Tomato, Cucumber, Bacon and avocado salad. Absolutely delicious. Brought her cook books to life (Eat Happy, Eat Happy Too) Wife...","feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; health; low-carb; NSNG; weight-loss","true","https://lessoflee.wordpress.com/2022/01/30/cooking-with-anna-vocino/","../src/content/blog/2022-01-30-cooking-with-anna-vocino.md"
"2022-01-30-fruit-8211-nature8217s-candy","2022-01-31","Fruit – Nature’s Candy","216","This was my last off plan meal and I’m back on track. It brings up the topic of fruit. How can fruit be bad for you?","a1c-labs; feasting; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; health; low-carb; NSNG; weight-loss","true","https://lessoflee.wordpress.com/2022/01/30/fruit-natures-candy/","../src/content/blog/2022-01-30-fruit-8211-nature8217s-candy.md"
"2022-02-02-thoughts-on-health-as-i-turn-57","2022-02-02","Thoughts on Health as I Turn 57","267","It was a good year. I made huge gains in my health. I am prepped to continue making more progress in the coming year.","exercise; feasting; food-addiction; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; exercise; fitness; health; low-carb; NSNG; weight-loss","true","https://lessoflee.wordpress.com/2022/02/02/thoughts-on-health-as-i-turn-57/","../src/content/blog/2022-02-02-thoughts-on-health-as-i-turn-57.md"
"2022-02-03-mindset-more-to-do-in-2022","2022-02-03","Mindset:  More To Do In 2022","167","Mindset is such a vital component to regaining health. I took this photo to prepare my mind for the work ahead this year. I made a lot of progress in the last nine months. And yet, there is...","exercise; fasting; feasting; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; exercise; fitness; health; Intermittent Fasting; low-carb; mindset; NSNG; weight-loss","true","https://lessoflee.wordpress.com/2022/02/03/mindset-more-to-do-in-2022/","../src/content/blog/2022-02-03-mindset-more-to-do-in-2022.md"
"2022-02-05-mindset-progress-over-perfection","2022-02-05","Mindset: Progress Over Perfection","163","Quick and easy stir fry. I cut up chicken breasts, and left over steak. Browned in the wok and added a bag of frozen stir fry veggies. I also added some sliced mushrooms.","fasting; feasting; mindset; reversing-type-2-diabetes-journey","diet; health; healthy-living; Intermittent Fasting; Keto; low-carb; NSNG; weight-loss","true","https://lessoflee.wordpress.com/2022/02/05/mindset-progress-over-perfection/","../src/content/blog/2022-02-05-mindset-progress-over-perfection.md"
"2022-02-06-i-cantuntil-i-can-8211-exercise-vigorously-for-an","2022-02-06","I Can’t…Until I Can – Exercise Vigorously for an Hour","228","What a joy it is to meet some ambitious goals. When I started this 2nd journey to health I made 3 goals. I accomplished the first- getting off all the diabetes meds and put my diabetes into remission....","capability-recovery; exercise; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; fitness; health; healthy-living; mindset; weight-loss","true","https://lessoflee.wordpress.com/2022/02/06/i-cantuntil-i-can-exercise-vigorously-for-an-hour/","../src/content/blog/2022-02-06-i-cantuntil-i-can-8211-exercise-vigorously-for-an.md"
"2022-02-06-nsv-8211-i-can-bowl","2022-02-07","NSV – I Can Bowl","172","I can’t bowl well, mind you. But for my birthday my children thought going bowling would be fun. And it was. The non-scale victory is that my knees and legs have improved enough that I could actually bowl.","exercise; nsv; reversing-type-2-diabetes-journey","exercise; fitness; health; healthy-living; weight-loss","true","https://lessoflee.wordpress.com/2022/02/06/nsv-i-can-bowl/","../src/content/blog/2022-02-06-nsv-8211-i-can-bowl.md"
"2022-02-10-nsv-8211-cleaning-out-the-closet","2022-02-11","NSV – Cleaning Out The Closet","100","Was getting dressed to take my Sweetie out for Valentines dinner. All my clothes from last spring are like tents. Had to clean out the closet as I can’t even wear these as “a little baggy”. That shirt...","exercise; fasting; feasting; nsv; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; Fasting; fitness; health; Intermittent Fasting; Jason Fung; Keto; low-carb; NSNG; The Diabetes Code; weight-loss","true","https://lessoflee.wordpress.com/2022/02/10/nsv-cleaning-out-the-closet/","../src/content/blog/2022-02-10-nsv-8211-cleaning-out-the-closet.md"
"2022-02-12-the-value-of-supernatural-and-oculus-quest","2022-02-12","The Value of Supernatural and Oculus Quest","769","When I shared a progress photo recently, I didn’t give SN the credit for the weight loss. I know that some are looking to SN for that very thing. It’s known, though, that you can’t out exercise a...","capability-recovery; exercise; fasting; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; fitness; health; Intermittent Fasting; low-carb; NSNG; weight-loss","true","https://lessoflee.wordpress.com/2022/02/12/the-value-of-supernatural-and-oculus-quest/","../src/content/blog/2022-02-12-the-value-of-supernatural-and-oculus-quest.md"
"2022-02-12-fasting-is-done-feasting-has-begun","2022-02-13","Fasting is done, feasting has begun.","325","Bacon and eggs, doesn’t get much easier or healthier than this.","a1c-labs; fasting; feasting; food-addiction; health-identity; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; Fasting; health; healthy-living; Intermittent Fasting; Keto; low-carb; The Diabetes Code; weight-loss","true","https://lessoflee.wordpress.com/2022/02/12/fasting-is-done-feasting-has-begun/","../src/content/blog/2022-02-12-fasting-is-done-feasting-has-begun.md"
"2022-02-12-i-cantuntil-i-can-play-pickleball","2022-02-13","I Can’t…Until I Can: Play Pickleball","217","I have osteoarthritis in my knees. Because of that, there are a lot of things I can’t do. I can’t run. I can’t jog. I can’t sprint. I can’t jump. I can’t play basketball. I can’t play tennis.","capability-recovery; exercise; feasting; reversing-type-2-diabetes-journey","exercise; fitness; health; healthy-living; low-carb; Supernatural; weight-loss","true","https://lessoflee.wordpress.com/2022/02/12/i-cantuntil-i-can-play-pickleball/","../src/content/blog/2022-02-12-i-cantuntil-i-can-play-pickleball.md"
"2022-02-13-the-road-not-taken","2022-02-14","The Road Not Taken","447","Last April I met with my diabetes specialist. My A1c was 11.2.","a1c-labs; exercise; fasting; feasting; health-identity; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; Fasting; fitness; health; Intermittent Fasting; Jason Fung; Keto; low-carb; NSNG; The Diabetes Code; weight-loss","true","https://lessoflee.wordpress.com/2022/02/13/the-road-not-taken/","../src/content/blog/2022-02-13-the-road-not-taken.md"
"2022-02-14-i-wasnt-born-this-way-8211-the-food-is-diseased","2022-02-15","I Wasn’t Born This Way – (the food is diseased)","33","I wasn’t always fat. It took decades of eating highly processed “food”, margarine and seed oils to decimate the wonderful metabolism I was born with.","feasting; food-addiction; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; fitness; health; healthy-living; low-carb; NSNG; weight-loss","true","https://lessoflee.wordpress.com/2022/02/14/i-wasnt-born-this-way-the-food-is-diseased/","../src/content/blog/2022-02-14-i-wasnt-born-this-way-8211-the-food-is-diseased.md"
"2022-02-16-nsv-8211-whats-old-is-new-again","2022-02-16","NSV – what’s old is new again.","113","Got into the old boxes for the clothes I had fatted out of. This time as I grew fat again, I kept all those clothes for the day I would be able to wear them again.","capability-recovery; exercise; failure-restart; feasting; nsv; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; fitness; health; low-carb; weight-loss","true","https://lessoflee.wordpress.com/2022/02/16/nsv-whats-old-is-new-again/","../src/content/blog/2022-02-16-nsv-8211-whats-old-is-new-again.md"
"2022-02-17-body-by-doritos","2022-02-17","Body By Doritos","209","I was hungry at midnight last night. I almost got up and went to raid the fridge. Aren’t I the one who proclaims your body tells you when to eat and how much? My body was demanding food....","fasting; feasting; food-addiction; humor-voice; reversing-type-2-diabetes-journey","diet; health; Intermittent Fasting; low-carb; NSNG; weight-loss","true","https://lessoflee.wordpress.com/2022/02/17/body-by-doritos/","../src/content/blog/2022-02-17-body-by-doritos.md"
"2022-02-17-the-beauty-of-the-feast","2022-02-17","The Beauty of the Feast","142","Scrambled eggs with bell peppers, mushrooms and cheese.","fasting; feasting; food-addiction; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; Fasting; health; Intermittent Fasting; low-carb; NSNG; weight-loss","false","https://lessoflee.wordpress.com/2022/02/17/the-beauty-of-the-feast/","../src/content/blog/2022-02-17-the-beauty-of-the-feast.md"
"2022-02-19-there-is-a-natural-cure-for-type-2-diabetes","2022-02-19","There Is A Natural “Cure” for Type 2 Diabetes","352","Is there a natural cure for Type 2 Diabetes? D@mn straight there is.","a1c-labs; exercise; fasting; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; Fasting; fitness; health; healthy-living; Intermittent Fasting; Jason Fung; low-carb; NSNG; The Diabetes Code; vinnie-tortorich; weight-loss","true","https://lessoflee.wordpress.com/2022/02/19/there-is-a-natural-cure-for-type-2-diabetes/","../src/content/blog/2022-02-19-there-is-a-natural-cure-for-type-2-diabetes.md"
"2022-02-20-hamburger-veggie-egg-and-cheese-creations","2022-02-20","Hamburger, Veggie, Egg and Cheese Creations","137","Another “hamburger (mince), veggies, cheese and egg” creation.","fasting; feasting; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; health; Intermittent Fasting; low-carb; meal idea; NSNG; recipe; weight-loss","true","https://lessoflee.wordpress.com/2022/02/20/473/","../src/content/blog/2022-02-20-hamburger-veggie-egg-and-cheese-creations.md"
"2022-02-22-the-benefits-of-extended-fasting-8211-day-1","2022-02-23","The Benefits of Extended Fasting – Day 1","199","Fasting is an amazing health practice,. Intermittent fasting helped me get off all my diabetes meds and put type 2 diabetes into remission.","a1c-labs; exercise; fasting; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; Fasting; fitness; health; Intermittent Fasting; low-carb; weight-loss","true","https://lessoflee.wordpress.com/2022/02/22/the-benefits-of-extended-fasting-day-1/","../src/content/blog/2022-02-22-the-benefits-of-extended-fasting-8211-day-1.md"
"2022-02-22-the-benefits-of-extended-fasting-8211-day-2","2022-02-23","The Benefits of Extended Fasting – Day 2","268","Fasting is an amazing health practice. Intermittent fasting helped me get off all my diabetes meds and put type 2 diabetes into remission. With my doctor’s recommendation I have begun a monthly 5 day fast. This is a...","a1c-labs; fasting; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; Fasting; fitness; health; Intermittent Fasting; low-carb; weight-loss","true","https://lessoflee.wordpress.com/2022/02/22/the-benefits-of-extended-fasting-day-2/","../src/content/blog/2022-02-22-the-benefits-of-extended-fasting-8211-day-2.md"
"2022-02-23-10-month-update-8211-less-of-lee-round-2","2022-02-23","10 Month Update – Less of Lee Round 2","529","I have to do it all over again. 10 years ago, I’m in mid 40's, lost 80lbs and got fit. 10 months ago, I was back where I started, only 20 lbs heavier, type 2 diabetic (A1c of...","a1c-labs; capability-recovery; exercise; fasting; feasting; health-identity; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; Fasting; fitness; health; healthy-living; Intermittent Fasting; Jason Fung; Keto; low-carb; NSNG; The Diabetes Code; vinnie-tortorich; weight-loss","true","https://lessoflee.wordpress.com/2022/02/23/10-month-update-less-of-lee-round-2/","../src/content/blog/2022-02-23-10-month-update-8211-less-of-lee-round-2.md"
"2022-02-23-the-benefits-of-extended-fasting-8211-day-3","2022-02-24","The Benefits of Extended Fasting – Day 3","367","Fasting is an amazing health practice. Intermittent fasting helped me get off all my diabetes meds and put type 2 diabetes into remission. With my doctor’s recommendation I have begun a monthly 5 day fast. This is a...","a1c-labs; exercise; fasting; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; Fasting; fitness; health; healthy-living; Intermittent Fasting; low-carb; NSNG; The Diabetes Code; weight-loss","true","https://lessoflee.wordpress.com/2022/02/23/the-benefits-of-extended-fasting-day-3/","../src/content/blog/2022-02-23-the-benefits-of-extended-fasting-8211-day-3.md"
"2022-02-24-the-benefits-of-extended-fasting-8211-day-4","2022-02-25","The Benefits of Extended Fasting – Day 4","346","Fasting is an amazing health practice. Intermittent fasting helped me get off all my diabetes meds and put type 2 diabetes into remission. With my doctor’s recommendation I have begun a monthly 5 day fast. This is a...","a1c-labs; exercise; fasting; feasting; humor-voice; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; Fasting; fitness; health; healthy-living; Intermittent Fasting; Jason Fung; Keto; low-carb; NSNG; The Diabetes Code; weight-loss","true","https://lessoflee.wordpress.com/2022/02/24/the-benefits-of-extended-fasting-day-4/","../src/content/blog/2022-02-24-the-benefits-of-extended-fasting-8211-day-4.md"
"2022-02-25-the-benefits-of-extended-fasting-8211-day-5","2022-02-26","The Benefits of Extended Fasting – Day 5","804","Fasting is an amazing health practice. Intermittent fasting helped me get off all my diabetes meds and put type 2 diabetes into remission. With my doctor’s recommendation I have begun a monthly 5 day fast. This is a...","a1c-labs; capability-recovery; exercise; fasting; feasting; humor-voice; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; Fasting; fitness; health; healthy-living; Intermittent Fasting; low-carb; NSNG; The Diabetes Code; weight-loss","true","https://lessoflee.wordpress.com/2022/02/25/the-benefits-of-extended-fasting-day-5/","../src/content/blog/2022-02-25-the-benefits-of-extended-fasting-8211-day-5.md"
"2022-03-01-i-cantuntil-i-can-engage-in-high-intensity-interva","2022-03-02","I Can’t…Until I Can: Engage in High Intensity Interval Training.","274","There are benefits to this form of training and I used to do sprints in a HIIT fashion. But with my arthritic knees…running of any kind is currently not an option.","capability-recovery; exercise; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; exercise; fitness; health; weight-loss","true","https://lessoflee.wordpress.com/2022/03/01/i-cantuntil-i-can-engage-in-high-intensity-interval-training/","../src/content/blog/2022-03-01-i-cantuntil-i-can-engage-in-high-intensity-interva.md"
"2022-03-02-guess-who-could-almost-run-today","2022-03-02","Guess who could almost run today!","71","We are talking about going from walking with a cane and having a handicap sticker to park close the door and hoping I can get the shopping done quick enough before my knees keep me from making it...","capability-recovery; reversing-type-2-diabetes-journey","","true","https://lessoflee.wordpress.com/2022/03/02/guess-who-could-almost-run-today/","../src/content/blog/2022-03-02-guess-who-could-almost-run-today.md"
"2022-03-03-weight-loss-visualized-with-cat-food","2022-03-04","Weight Loss Visualized with Cat Food","45","Shopping for cat food – held up 2 bags that weigh about as much as the weight I’ve lost.","feasting; nsv; reversing-type-2-diabetes-journey","diet; fitness; health; low-carb; NSNG; weight-loss","true","https://lessoflee.wordpress.com/2022/03/03/weight-loss-visualized-with-cat-food/","../src/content/blog/2022-03-03-weight-loss-visualized-with-cat-food.md"
"2022-03-04-why-feast","2022-03-04","Why “Feast”?","108","Pedantics rejoice, we shall commence the argument over the word: feast.","fasting; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; Fasting; health; healthy-living; Intermittent Fasting; low-carb; NSNG; weight-loss","true","https://lessoflee.wordpress.com/2022/03/04/why-feast/","../src/content/blog/2022-03-04-why-feast.md"
"2022-03-06-the-fix-everything-pill","2022-03-06","The Fix Everything Pill","80","I had the opportunity to give the sermon at my local church today and shared from my journey to put my type 2 diabetes into remission.","exercise; fasting; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; Fasting; fitness; health; healthy-living; Intermittent Fasting; low-carb; NSNG; weight-loss","false","https://lessoflee.wordpress.com/2022/03/06/the-fix-everything-pill/","../src/content/blog/2022-03-06-the-fix-everything-pill.md"
"2022-03-08-blood-meters","2022-03-08","Blood Meters","337","My insurance switched my blood meter on me – and it turns out – I like it. I’ve been using the Accuchek meter for years. I don’t know if it’s better or worse, but it’s been the one...","a1c-labs; reversing-type-2-diabetes-journey; type-2-diabetes","","false","https://lessoflee.wordpress.com/2022/03/08/blood-meters/","../src/content/blog/2022-03-08-blood-meters.md"
"2022-03-09-health-is-the-destination","2022-03-09","Health is the Destination","366","I hit 5.2 on my A1c, so I’m done, right? Unfortunately – not even close.","a1c-labs; exercise; fasting; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; Fasting; fitness; health; healthy-living; Intermittent Fasting; Jason Fung; Keto; low-carb; NSNG; The Diabetes Code; vinnie-tortorich; weight-loss","true","https://lessoflee.wordpress.com/2022/03/09/health-is-the-destination/","../src/content/blog/2022-03-09-health-is-the-destination.md"
"2022-03-11-clothes-shopping-from-my-closet","2022-03-11","“Clothes Shopping” from my Closet","117","Oh the joy of ”clothes shopping in my closet”. Clearly I’m not yet able to wear my favorite http://www.dad.com sweat shirt. And the shorts go into the ”donate pile”.","fasting; nsv; reversing-type-2-diabetes-journey","fitness; health; Intermittent Fasting; NSNG; weight-loss","true","https://lessoflee.wordpress.com/2022/03/11/clothes-shopping-from-my-closet/","../src/content/blog/2022-03-11-clothes-shopping-from-my-closet.md"
"2022-03-14-if-i-can-do-ityou-can","2022-03-14","If I Can Do It…You Can","624","“New” – old clothes for church. I am on a bit of a roll…in the pocket. Making good choices and building upon them. Seeing great results.","a1c-labs; exercise; failure-restart; fasting; feasting; mindset; nsv; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; Fasting; fitness; health; healthy-living; Intermittent Fasting; Jason Fung; Keto; low-carb; NSNG; The Diabetes Code; vinnie-tortorich; weight-loss","true","https://lessoflee.wordpress.com/2022/03/14/if-i-can-do-ityou-can/","../src/content/blog/2022-03-14-if-i-can-do-ityou-can.md"
"2022-03-16-good-sleep-night","2022-03-16","Good Sleep Night","285","Last night was a good sleep night for me. I’ve been working on improving sleep. It’s very important to your health and directly related to insulin resistance and obesity.","a1c-labs; exercise; failure-restart; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; health; sleep","true","https://lessoflee.wordpress.com/2022/03/16/good-sleep-night/","../src/content/blog/2022-03-16-good-sleep-night.md"
"2022-03-19-muscle-equals-health","2022-03-19","Muscle Equals Health","108","4 minute video on why we need more muscle. Ted Naiman, through his book The P:E Diet, is the one who connected ”muscle equals health” to me.","exercise; reversing-type-2-diabetes-journey","exercise; fitness; health; weight-loss","true","https://lessoflee.wordpress.com/2022/03/19/muscle-equals-health/","../src/content/blog/2022-03-19-muscle-equals-health.md"
"2022-03-20-11-month-update-8211-less-of-lee-round-2","2022-03-20","11 Month Update – Less of Lee Round 2","577","I have to do it all over again. 10 years ago, I’m in mid 40's, lost 80lbs and got fit. 11 months ago, I was back where I started, only 20 lbs heavier, type 2 diabetic (A1c of...","a1c-labs; capability-recovery; exercise; fasting; feasting; health-identity; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; Fasting; fitness; health; healthy-living; Intermittent Fasting; Jason Fung; Keto; low-carb; NSNG; The Diabetes Code; vinnie-tortorich; weight-loss","true","https://lessoflee.wordpress.com/2022/03/20/11-month-update-less-of-lee-round-2/","../src/content/blog/2022-03-20-11-month-update-8211-less-of-lee-round-2.md"
"2022-03-20-march-22-5-day-fast-begins","2022-03-20","March 22 5 Day Fast Begins","77","Feasting is done – my monthly 5 day fast has begun.","fasting; feasting; health-identity; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; Fasting; health; Intermittent Fasting; The Diabetes Code; weight-loss","true","https://lessoflee.wordpress.com/2022/03/20/march-22-5-day-fast-begins/","../src/content/blog/2022-03-20-march-22-5-day-fast-begins.md"
"2022-03-21-thank-you-8211-dear-stranger-on-the-internet","2022-03-21","Thank You – Dear Stranger on the Internet","221","It’s too late for me…but maybe this message will reach you in time.","a1c-labs; health-identity; nsv; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; health; weight-loss","true","https://lessoflee.wordpress.com/2022/03/21/thank-you-dear-stranger-on-the-internet/","../src/content/blog/2022-03-21-thank-you-8211-dear-stranger-on-the-internet.md"
"2022-03-22-sleep-progress","2022-03-22","Sleep Progress","137","Best sleep last night. 8 Hours of sleep, 3.26 hours of deep sleep and heart rate at 59.","a1c-labs; capability-recovery; exercise; reversing-type-2-diabetes-journey","health; sleep","true","https://lessoflee.wordpress.com/2022/03/22/sleep-progress/","../src/content/blog/2022-03-22-sleep-progress.md"
"2022-03-22-can-i-do-this-forever","2022-03-23","Can I Do This Forever?","537","I’ve been asked if I plan to feast and fast the rest of my life. It’s a good question. It gets to the heart of sustainability. While it’s great to lose weight, if you can’t keep on doing...","a1c-labs; exercise; fasting; feasting; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; diet; exercise; Fasting; fitness; health; healthy-living; Intermittent Fasting; low-carb; NSNG; The Diabetes Code; weight-loss","true","https://lessoflee.wordpress.com/2022/03/22/can-i-do-this-forever/","../src/content/blog/2022-03-22-can-i-do-this-forever.md"
"2022-03-23-education--062-action--062-persistence--062-improv","2022-03-23","Education -> action -> persistence -> improvement","141","Last night – sleep not so good. I share this, not because I think my daily sleep results are of much interest.","a1c-labs; mindset; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; fitness; health; healthy-living; mindset; sleep; weight-loss","true","https://lessoflee.wordpress.com/2022/03/23/education-action-persistence-improvement/","../src/content/blog/2022-03-23-education--062-action--062-persistence--062-improv.md"
"2022-03-24-diabetes-is-not-forever-8211-but-carb-sensitivity","2022-03-24","Diabetes is not forever – but carb sensitivity is","513","How to grapple with the reality that diabetes need not be permanent?","a1c-labs; food-addiction; health-identity; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; health; healthy-living","true","https://lessoflee.wordpress.com/2022/03/24/diabetes-is-not-forever-but-carb-sensitivity-is/","../src/content/blog/2022-03-24-diabetes-is-not-forever-8211-but-carb-sensitivity.md"
"2022-03-25-march-2022-5-day-fast","2022-03-25","March 2022 5 Day Fast","547","Well…first…it became a 4.5 day fast. This fast was difficult. For whatever reason, I was hungry and wanted to quit every day. Mostly of the “cravings type” of hunger. Last night was really difficult. I was driving somewhere...","exercise; fasting; feasting; reversing-type-2-diabetes-journey; type-2-diabetes","Diabetes; Fasting; health; Intermittent Fasting; weight-loss","true","https://lessoflee.wordpress.com/2022/03/25/march-2022-5-day-fast/","../src/content/blog/2022-03-25-march-2022-5-day-fast.md"
